,age,policy_state,policy_csl,policy_deductable,policy_annual_premium,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital_gains,capital_loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported,insured_zip_class,policy_duration_days
317,45,IN,500/1000,2000,1447.77,FEMALE,Associate,adm-clerical,camping,wife,39400,-63900,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,VA,Northbend,3835 5th Ave,8,3,YES,1,1,Unknown,5360,10720,48240,Accura,MDX,1998,N,60,8444
318,33,IL,250/500,500,903.32,FEMALE,High School,transport-moving,yachting,not-in-family,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Northbend,5925 Tree Hwy,1,3,Unknown,1,0,Unknown,6340,3170,22190,Toyota,Highlander,2006,N,45,7062
319,30,IN,500/1000,1000,1454.42,MALE,Associate,protective-serv,reading,other-relative,51600,-73900,Single Vehicle Collision,Side Collision,Major Damage,Other,NY,Springfield,6250 1st Ridge,19,1,YES,0,1,YES,12380,12380,49520,Suburu,Forrestor,2006,Y,45,7764
320,37,IL,100/300,2000,1603.42,FEMALE,High School,sales,video-games,wife,61600,-30200,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Columbus,1346 5th Lane,17,1,YES,0,2,YES,13420,6710,60390,Toyota,Corolla,2005,N,61,8496
321,30,IN,250/500,2000,1616.58,MALE,JD,adm-clerical,polo,husband,58500,-46800,Multi-vehicle Collision,Rear Collision,Major Damage,Other,SC,Hillsdale,1128 Maple Lane,13,3,YES,0,3,YES,6360,12720,44520,Dodge,RAM,2010,N,44,4593
322,44,IL,250/500,500,1611.83,MALE,High School,handlers-cleaners,movies,husband,0,0,Single Vehicle Collision,Front Collision,Total Loss,Police,WV,Riverwood,6309 Cherokee Ave,4,1,Unknown,1,2,YES,3280,3280,26240,BMW,3 Series,2012,N,46,5505
323,50,OH,500/1000,500,889.13,FEMALE,Masters,priv-house-serv,board-games,other-relative,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Police,PA,Northbend,4618 Flute Ave,14,3,NO,0,2,NO,9820,4910,29460,Audi,A3,2015,N,45,3527
324,26,IL,250/500,1000,1252.08,MALE,College,exec-managerial,sleeping,not-in-family,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,VA,Springfield,6191 Oak Lane,4,2,YES,2,2,NO,10080,5040,35280,Honda,CRV,2000,Y,46,8497
325,55,IL,500/1000,2000,995.56,MALE,JD,tech-support,sleeping,not-in-family,0,-65400,Multi-vehicle Collision,Side Collision,Total Loss,Police,NY,Northbend,1316 Britain Ridge,23,3,YES,1,1,YES,17680,8840,61880,Nissan,Pathfinder,2010,N,46,7969
326,49,IL,100/300,2000,1347.92,FEMALE,High School,farming-fishing,bungie-jumping,own-child,0,-42100,Multi-vehicle Collision,Front Collision,Total Loss,Fire,NY,Hillsdale,5924 Maple Drive,21,3,YES,0,2,Unknown,12100,6050,48400,Volkswagen,Jetta,2003,N,43,2004
327,47,IN,100/300,1000,1724.09,MALE,PhD,craft-repair,yachting,own-child,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Arlington,8917 Tree Ridge,23,3,YES,0,0,Unknown,5980,11960,47840,Chevrolet,Tahoe,2014,N,61,7878
328,40,IN,250/500,500,1379.93,MALE,MD,armed-forces,base-jumping,husband,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Other,NY,Columbus,3966 Francis Ridge,6,3,Unknown,0,2,YES,9420,4710,37680,Audi,A3,2002,Y,60,929
329,31,IN,250/500,1000,1554.64,MALE,PhD,protective-serv,board-games,own-child,0,-27900,Single Vehicle Collision,Front Collision,Major Damage,Other,WV,Springfield,1507 Solo Ave,21,1,NO,1,0,NO,5060,10120,40480,Honda,CRV,2009,Y,45,5853
330,28,OH,500/1000,1000,1377.94,MALE,Masters,machine-op-inspct,base-jumping,not-in-family,0,0,Single Vehicle Collision,Side Collision,Major Damage,Fire,NY,Springfield,4272 Oak Ridge,23,1,Unknown,2,3,Unknown,9920,4960,29760,Toyota,Camry,2005,N,44,9129
331,46,IL,500/1000,2000,1313.33,FEMALE,PhD,transport-moving,reading,husband,53500,-73600,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Riverwood,4434 Lincoln Ave,3,3,Unknown,1,3,NO,7060,14120,56480,Nissan,Maxima,2004,Y,45,5245
332,25,IN,250/500,500,1259.02,FEMALE,JD,tech-support,base-jumping,unmarried,67000,-53600,Parked Car,No Collision,Trivial Damage,,SC,Northbend,7529 Solo Ridge,8,1,NO,2,2,Unknown,940,940,3760,Nissan,Ultima,2005,N,43,2357
333,26,IL,500/1000,1000,1371.88,FEMALE,MD,prof-specialty,reading,husband,0,0,Parked Car,No Collision,Trivial Damage,,VA,Arlington,8096 Apache Hwy,4,1,Unknown,2,2,Unknown,580,580,2030,Suburu,Legacy,1995,N,46,8587
334,30,OH,100/300,500,1399.27,MALE,College,prof-specialty,hiking,wife,38900,-48700,Single Vehicle Collision,Side Collision,Total Loss,Fire,NC,Arlington,9417 Tree Hwy,22,1,Unknown,0,0,YES,0,6680,46760,Ford,Escape,2004,N,44,4900
335,31,IL,500/1000,1000,1061.98,FEMALE,JD,armed-forces,camping,unmarried,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Police,WV,Hillsdale,3809 Texas Lane,16,1,NO,0,1,YES,7250,7250,50750,BMW,3 Series,2002,N,44,2884
336,39,OH,250/500,500,1365.46,MALE,College,armed-forces,sleeping,unmarried,0,-56600,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,SC,Columbus,1540 Apache Lane,14,3,NO,2,1,NO,4920,4920,34440,Chevrolet,Silverado,2008,N,46,1538
337,37,IL,500/1000,1000,894.4,MALE,Associate,tech-support,camping,wife,0,-53700,Single Vehicle Collision,Rear Collision,Total Loss,Police,NY,Springfield,2337 Lincoln Hwy,13,1,YES,2,0,NO,7810,7810,54670,Dodge,RAM,1999,N,44,5976
338,30,IN,250/500,500,956.69,FEMALE,Associate,priv-house-serv,movies,husband,39600,-64300,Single Vehicle Collision,Front Collision,Minor Damage,Other,NY,Hillsdale,6770 1st St,20,1,Unknown,1,1,YES,8710,8710,69680,Saab,92x,2000,N,43,4588
339,35,IN,500/1000,2000,1123.89,MALE,MD,priv-house-serv,video-games,unmarried,35400,-49200,Multi-vehicle Collision,Front Collision,Total Loss,Fire,NY,Columbus,4119 Texas St,0,3,Unknown,1,3,Unknown,4580,4580,41220,Suburu,Forrestor,1996,N,46,9033
340,45,IL,100/300,500,1085.03,FEMALE,JD,sales,cross-fit,wife,0,-61000,Multi-vehicle Collision,Side Collision,Total Loss,Police,VA,Arlington,4347 2nd Ridge,23,3,YES,2,2,NO,12960,6480,45360,Audi,A3,2014,Y,47,6237
341,42,OH,100/300,2000,1437.33,FEMALE,Associate,craft-repair,movies,wife,25000,0,Single Vehicle Collision,Rear Collision,Minor Damage,Other,SC,Columbus,1091 1st Drive,13,1,YES,1,3,NO,12800,12800,44800,BMW,3 Series,2000,N,45,2410
342,26,IL,250/500,1000,988.29,MALE,College,armed-forces,skydiving,own-child,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Police,NY,Northbend,8203 Lincoln Ave,8,1,Unknown,2,2,YES,0,10520,47340,Suburu,Impreza,2008,Y,47,5925
343,47,IL,500/1000,500,1238.89,MALE,Masters,protective-serv,sleeping,other-relative,0,0,Vehicle Theft,No Collision,Minor Damage,,WV,Northbend,9154 MLK Hwy,3,1,Unknown,0,3,NO,960,960,4320,Ford,Fusion,2011,N,60,5000
344,38,IN,100/300,1000,1384.64,FEMALE,Associate,tech-support,board-games,unmarried,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Police,VA,Columbus,5780 4th Ave,16,1,Unknown,2,3,NO,16650,11100,38850,Jeep,Grand Cherokee,2012,Y,60,220
345,28,IN,100/300,2000,1595.07,MALE,PhD,transport-moving,hiking,unmarried,75800,0,Single Vehicle Collision,Side Collision,Minor Damage,Police,VA,Hillsdale,6945 Texas Hwy,19,1,YES,0,2,YES,11820,11820,47280,Jeep,Wrangler,2002,N,43,8586
346,56,OH,250/500,1000,1127.89,MALE,Associate,machine-op-inspct,skydiving,own-child,67400,-43800,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Springfield,5639 1st Ridge,0,1,YES,2,0,YES,6580,6580,26320,Suburu,Forrestor,2002,N,46,5891
347,43,IN,500/1000,2000,929.7,FEMALE,PhD,handlers-cleaners,base-jumping,husband,46400,-74300,Single Vehicle Collision,Front Collision,Total Loss,Other,VA,Arlington,3834 Pine St,12,1,Unknown,2,2,YES,10540,5270,47430,Mercedes,E400,2005,N,61,5809
348,34,IL,100/300,1000,1829.63,MALE,JD,tech-support,cross-fit,not-in-family,56700,0,Multi-vehicle Collision,Side Collision,Total Loss,Other,SC,Arlington,1358 Maple St,21,3,YES,1,0,Unknown,12300,6150,49200,Audi,A5,2009,N,45,6305
349,39,IL,100/300,1000,904.7,FEMALE,MD,craft-repair,bungie-jumping,unmarried,68600,-22300,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,Riverwood,7460 Apache Lane,0,1,Unknown,1,3,NO,14840,14840,44520,Accura,TL,2002,Y,45,5559
350,43,OH,500/1000,1000,1243.84,FEMALE,JD,tech-support,polo,own-child,47900,-73400,Single Vehicle Collision,Side Collision,Minor Damage,Other,VA,Columbus,5771 Sky Ave,22,1,YES,1,3,NO,12980,12980,38940,Volkswagen,Jetta,2011,N,47,572
351,44,IL,500/1000,2000,1030.95,FEMALE,Associate,machine-op-inspct,paintball,other-relative,47200,0,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,NC,Northbend,2865 Maple Lane,20,3,Unknown,1,0,NO,7180,3590,25130,Audi,A3,2007,Y,43,4231
352,26,IN,100/300,500,1285.03,FEMALE,High School,craft-repair,camping,unmarried,0,-41500,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,VA,Riverwood,8940 Elm Ave,0,1,NO,1,3,Unknown,5220,10440,36540,Honda,CRV,2011,N,45,3422
353,57,OH,100/300,500,1216.56,MALE,Masters,adm-clerical,skydiving,own-child,67400,-83200,Single Vehicle Collision,Front Collision,Minor Damage,Police,SC,Hillsdale,1215 Pine Hwy,20,1,Unknown,0,2,NO,6500,13000,58500,Suburu,Forrestor,2000,N,43,7287
354,27,IN,500/1000,2000,966.26,FEMALE,High School,adm-clerical,base-jumping,own-child,56400,-32800,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Springfield,6874 Maple Ridge,1,3,YES,0,0,Unknown,6720,6720,53760,Volkswagen,Passat,1995,N,47,5784
355,43,OH,100/300,500,1203.17,FEMALE,MD,prof-specialty,golf,unmarried,56700,-65600,Single Vehicle Collision,Rear Collision,Total Loss,Fire,WV,Hillsdale,8834 Elm Drive,11,1,NO,0,0,Unknown,11500,5750,46000,Nissan,Ultima,1997,N,45,55
356,37,IL,250/500,2000,1212.12,FEMALE,MD,craft-repair,paintball,not-in-family,65600,0,Multi-vehicle Collision,Side Collision,Major Damage,Other,WV,Columbus,8542 Lincoln Ridge,14,3,YES,1,1,YES,11460,5730,51570,Ford,Fusion,1995,N,44,6451
357,28,OH,250/500,1000,1573.93,MALE,College,other-service,movies,other-relative,30400,0,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NY,Springfield,9397 Francis St,20,3,YES,0,2,Unknown,10840,10840,43360,Suburu,Impreza,2010,N,46,543
358,33,IL,100/300,1000,1609.67,MALE,College,adm-clerical,yachting,wife,0,-13200,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,SC,Springfield,4907 Andromedia Drive,22,1,Unknown,1,3,Unknown,20700,13800,48300,Jeep,Grand Cherokee,2004,Y,47,4404
359,44,OH,500/1000,500,1097.57,MALE,PhD,priv-house-serv,basketball,unmarried,0,0,Single Vehicle Collision,Side Collision,Total Loss,Other,SC,Columbus,4429 Washington St,12,1,NO,1,0,YES,6170,6170,49360,Saab,93,2005,N,46,6574
360,61,IN,250/500,2000,1618.65,FEMALE,Associate,transport-moving,polo,unmarried,0,-42600,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,OH,Columbus,2651 MLK Lane,3,3,YES,2,1,YES,15620,7810,54670,Chevrolet,Tahoe,1997,Y,47,6075
361,24,IN,100/300,500,922.67,FEMALE,College,priv-house-serv,paintball,other-relative,47400,0,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,Northbend,2942 1st Lane,15,3,YES,2,1,Unknown,9360,9360,46800,Toyota,Highlander,2011,Y,47,6913
362,30,IN,100/300,1000,1342.02,MALE,MD,prof-specialty,polo,own-child,0,0,Parked Car,No Collision,Trivial Damage,,VA,Arlington,6317 Best St,8,1,YES,0,2,NO,450,450,3600,Saab,93,1999,N,60,3755
363,41,OH,100/300,500,1195.01,FEMALE,Associate,sales,reading,own-child,60700,-54300,Multi-vehicle Collision,Side Collision,Major Damage,Other,WV,Northbend,1555 Washington Lane,13,3,NO,0,2,Unknown,0,6100,36600,Mercedes,ML350,2011,Y,47,805
364,46,OH,500/1000,1000,994.74,FEMALE,High School,adm-clerical,polo,own-child,0,-55300,Parked Car,No Collision,Minor Damage,Police,SC,Hillsdale,1919 4th Lane,8,1,NO,2,2,YES,620,620,4340,Volkswagen,Passat,2005,Y,45,3209
365,31,IN,100/300,1000,1050.24,FEMALE,Masters,adm-clerical,chess,wife,30700,0,Parked Car,No Collision,Minor Damage,,NC,Arlington,5480 3rd Ridge,7,1,Unknown,0,0,NO,360,720,2520,BMW,X5,2013,Y,45,3292
366,36,IL,250/500,2000,1313.51,FEMALE,Masters,exec-managerial,dancing,own-child,68500,0,Vehicle Theft,No Collision,Trivial Damage,,SC,Northbrook,8864 Tree Ridge,9,1,Unknown,2,0,Unknown,280,280,2240,Volkswagen,Passat,2015,N,60,4066
367,47,OH,500/1000,2000,1102.29,FEMALE,Associate,adm-clerical,hiking,own-child,73000,-37900,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,VA,Northbend,2777 Solo Drive,15,1,NO,1,0,YES,6000,6000,42000,Toyota,Highlander,1996,N,45,5663
368,19,IN,250/500,1000,1185.78,FEMALE,JD,craft-repair,yachting,wife,0,-60700,Single Vehicle Collision,Side Collision,Minor Damage,Police,NC,Northbend,9929 Rock Drive,5,1,Unknown,0,2,Unknown,4450,8900,35600,Accura,TL,2011,Y,47,180
369,47,IL,500/1000,500,1527.95,MALE,PhD,exec-managerial,hiking,other-relative,69400,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,WV,Northbend,4143 Maple Ridge,15,4,YES,0,1,Unknown,15560,15560,46680,Dodge,RAM,2002,N,61,1357
370,57,IN,100/300,1000,1366.39,MALE,High School,protective-serv,exercise,other-relative,0,-22400,Multi-vehicle Collision,Front Collision,Major Damage,Other,NC,Columbus,7121 Rock St,22,3,YES,2,1,NO,11680,5840,35040,Saab,93,1995,N,43,8146
371,41,OH,500/1000,1000,1403.9,FEMALE,PhD,farming-fishing,dancing,own-child,0,0,Multi-vehicle Collision,Side Collision,Total Loss,Police,VA,Riverwood,9067 Texas Ave,16,2,Unknown,1,2,YES,4010,8020,32080,Honda,Accord,2015,N,44,1809
372,30,IL,500/1000,2000,927.23,FEMALE,PhD,sales,video-games,husband,51500,0,Single Vehicle Collision,Front Collision,Total Loss,Other,SC,Hillsdale,9245 Weaver Ridge,7,1,NO,1,3,Unknown,13520,6760,54080,Suburu,Forrestor,2009,N,45,2809
373,31,OH,250/500,2000,1554.86,FEMALE,JD,armed-forces,base-jumping,wife,59000,0,Parked Car,No Collision,Minor Damage,,WV,Arlington,4585 Francis Ave,2,1,YES,1,2,Unknown,680,680,4760,Honda,Civic,2002,Y,60,6500
374,53,IL,500/1000,2000,736.07,MALE,College,transport-moving,chess,unmarried,45700,0,Multi-vehicle Collision,Side Collision,Minor Damage,Police,SC,Northbend,6738 Francis Hwy,17,4,Unknown,0,0,YES,5190,10380,46710,Suburu,Forrestor,2012,N,44,6216
375,44,IL,250/500,1000,974.16,FEMALE,Masters,sales,reading,other-relative,0,-56800,Multi-vehicle Collision,Front Collision,Total Loss,Other,NY,Springfield,7576 Pine Ridge,12,3,Unknown,1,0,YES,4860,4860,17010,Volkswagen,Jetta,2006,N,43,7948
376,29,OH,500/1000,500,973.8,FEMALE,Associate,craft-repair,exercise,own-child,0,-85900,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,Arlington,9105 Tree Lane,9,1,Unknown,1,0,NO,6620,6620,52960,Dodge,Neon,2013,N,47,7468
377,26,OH,100/300,2000,1260.32,MALE,JD,other-service,polo,not-in-family,0,-79800,Single Vehicle Collision,Side Collision,Total Loss,Fire,VA,Northbrook,2299 Britain Drive,16,1,Unknown,1,2,Unknown,9100,4550,31850,Toyota,Corolla,2009,N,46,106
378,41,IN,100/300,1000,1464.03,MALE,JD,transport-moving,sleeping,own-child,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,Springfield,1914 Francis St,19,3,Unknown,2,0,Unknown,4420,4420,44200,Audi,A3,2006,N,44,8457
379,32,OH,100/300,2000,617.11,MALE,College,other-service,reading,other-relative,0,-54100,Multi-vehicle Collision,Front Collision,Major Damage,Other,VA,Columbus,6658 Weaver St,14,3,Unknown,1,2,NO,10160,5080,35560,Mercedes,E400,2013,Y,43,1899
380,41,IN,250/500,2000,1724.46,FEMALE,Associate,craft-repair,sleeping,own-child,81800,0,Multi-vehicle Collision,Side Collision,Total Loss,Police,SC,Northbend,1985 5th Ave,18,3,Unknown,1,3,Unknown,4420,4420,35360,Audi,A5,2014,N,43,6315
381,34,IL,500/1000,500,1161.31,FEMALE,PhD,exec-managerial,base-jumping,other-relative,64800,-24300,Single Vehicle Collision,Front Collision,Minor Damage,Police,SC,Springfield,1707 Sky Ave,23,1,YES,1,3,Unknown,11440,5720,45760,Chevrolet,Malibu,2012,N,61,4025
382,29,OH,250/500,2000,1091.73,MALE,PhD,exec-managerial,golf,not-in-family,36100,-42300,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Springfield,6456 Andromedia Drive,15,3,Unknown,0,2,YES,5550,5550,38850,Nissan,Ultima,2004,Y,60,2561
383,46,IL,250/500,2000,1209.07,MALE,JD,armed-forces,chess,unmarried,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NC,Arlington,5649 Texas Ave,18,1,YES,0,1,YES,6270,6270,43890,BMW,3 Series,1995,Y,60,3925
384,41,IL,250/500,2000,1241.04,FEMALE,Masters,protective-serv,board-games,own-child,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Riverwood,1220 MLK Ave,16,1,NO,2,2,YES,18220,18220,63770,Audi,A5,2014,N,43,382
385,30,OH,500/1000,500,1757.21,MALE,High School,prof-specialty,base-jumping,wife,46400,0,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NY,Northbend,1589 Pine St,12,3,NO,1,0,YES,5460,5460,38220,Ford,F150,2007,N,47,5275
386,38,OH,250/500,1000,802.24,FEMALE,College,other-service,paintball,not-in-family,0,-62500,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,WV,Northbrook,8906 Elm Lane,16,1,NO,0,1,Unknown,16710,5570,44560,Mercedes,E400,2014,N,61,8167
387,21,IN,500/1000,1000,1342.72,MALE,Associate,machine-op-inspct,camping,wife,0,-45300,Single Vehicle Collision,Front Collision,Total Loss,Other,NY,Hillsdale,2654 Elm Drive,21,1,Unknown,1,2,Unknown,6940,6940,48580,Honda,Accord,2003,N,44,8487
388,36,OH,100/300,2000,1209.41,MALE,JD,machine-op-inspct,base-jumping,wife,0,0,Multi-vehicle Collision,Side Collision,Total Loss,Other,NY,Columbus,6681 Texas Ridge,15,3,YES,0,1,Unknown,11420,11420,39970,Nissan,Ultima,1999,N,47,7071
389,33,OH,500/1000,1000,1141.71,FEMALE,JD,priv-house-serv,sleeping,own-child,36700,-73400,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,WV,Northbrook,7782 Rock St,21,1,YES,1,2,Unknown,6770,6770,40620,Suburu,Legacy,2009,N,43,2625
390,35,IL,100/300,500,1090.03,FEMALE,JD,exec-managerial,golf,unmarried,0,-51000,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,Arlington,9286 Oak Ave,1,1,YES,0,2,NO,9680,4840,33880,Saab,92x,2005,N,43,2450
391,48,IN,250/500,1000,1464.73,MALE,PhD,exec-managerial,golf,other-relative,54900,-36700,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NY,Arlington,8758 5th St,17,3,Unknown,0,0,NO,5720,5720,40040,Toyota,Highlander,2013,N,44,2043
392,36,OH,100/300,1000,1118.58,FEMALE,High School,prof-specialty,board-games,husband,0,-36600,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,NY,Columbus,7281 Maple Hwy,5,3,NO,2,1,NO,5170,10340,36190,Saab,95,2003,N,46,987
393,58,OH,250/500,2000,1117.04,MALE,MD,exec-managerial,video-games,own-child,0,-42700,Multi-vehicle Collision,Front Collision,Total Loss,Other,WV,Northbend,7571 Elm Ridge,15,3,Unknown,1,2,Unknown,10920,5460,49140,Volkswagen,Jetta,2009,N,60,4109
394,31,IN,500/1000,500,1257.83,MALE,High School,farming-fishing,reading,own-child,40700,-41600,Multi-vehicle Collision,Rear Collision,Major Damage,Other,OH,Arlington,6738 Washington Hwy,2,4,NO,2,2,NO,4770,9540,33390,Accura,TL,2011,Y,45,8962
395,31,OH,250/500,2000,1082.72,FEMALE,PhD,machine-op-inspct,video-games,not-in-family,61400,-57500,Vehicle Theft,No Collision,Minor Damage,,SC,Northbend,4188 Britain Ave,3,1,YES,2,0,NO,580,580,4060,Accura,MDX,2015,N,47,6330
396,57,IN,100/300,1000,1191.8,MALE,High School,protective-serv,exercise,unmarried,55600,0,Single Vehicle Collision,Side Collision,Major Damage,Other,NY,Riverwood,6934 Lincoln Ave,19,1,NO,1,0,Unknown,6110,12220,54990,Ford,Fusion,2012,N,43,7101
397,46,IN,100/300,1000,1242.02,MALE,Masters,adm-clerical,dancing,wife,0,-28800,Single Vehicle Collision,Front Collision,Minor Damage,Fire,VA,Hillsdale,6390 Apache St,17,1,YES,0,2,YES,14980,7490,52430,Jeep,Grand Cherokee,2003,N,60,3442
398,27,OH,250/500,500,1075.71,FEMALE,High School,prof-specialty,dancing,unmarried,0,-47400,Vehicle Theft,No Collision,Trivial Damage,Police,WV,Columbus,7615 Weaver Drive,7,1,Unknown,0,1,YES,580,290,2320,Saab,95,2015,N,60,8231
399,33,IN,100/300,1000,969.88,MALE,MD,armed-forces,exercise,own-child,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,Columbus,6409 Cherokee Drive,21,1,NO,1,0,YES,12820,6410,57690,Chevrolet,Malibu,2002,N,61,8034
400,53,OH,250/500,2000,1459.93,FEMALE,Masters,priv-house-serv,video-games,not-in-family,0,0,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,Springfield,1123 5th Lane,10,2,YES,1,3,NO,7090,14180,56720,Jeep,Wrangler,2012,N,43,7205
401,46,IL,500/1000,1000,1245.61,MALE,MD,transport-moving,base-jumping,own-child,0,0,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Columbus,5168 5th Ave,11,1,YES,1,0,Unknown,9180,9180,41310,Ford,Escape,2008,N,47,8176
402,33,IN,100/300,2000,1462.76,FEMALE,College,craft-repair,skydiving,husband,69200,-36900,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,NY,Columbus,3697 Apache Drive,23,3,YES,2,0,NO,8160,4080,32640,Mercedes,C300,2004,Y,61,2776
403,51,IN,100/300,2000,1398.46,MALE,Associate,sales,skydiving,other-relative,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,NC,Northbend,1910 Sky Ave,14,1,Unknown,0,2,NO,7530,15060,60240,Audi,A5,2004,N,45,8315
404,60,OH,500/1000,1000,1269.64,FEMALE,College,armed-forces,cross-fit,unmarried,48800,0,Single Vehicle Collision,Front Collision,Minor Damage,Other,SC,Riverwood,8954 Apache Lane,10,1,NO,1,3,NO,7680,15360,61440,Chevrolet,Silverado,2012,Y,60,6235
405,30,IN,100/300,500,1455.65,FEMALE,College,transport-moving,skydiving,wife,0,-66300,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,Hillsdale,3110 Lincoln Lane,6,3,Unknown,2,3,NO,15960,7980,55860,Honda,Civic,1999,N,61,1986
406,41,OH,500/1000,2000,1140.31,MALE,MD,adm-clerical,exercise,husband,29300,-64700,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,WV,Arlington,6035 Rock Ave,10,3,Unknown,0,3,YES,9640,9640,33740,Toyota,Corolla,1999,N,47,7377
407,45,IN,500/1000,500,1330.46,FEMALE,High School,machine-op-inspct,sleeping,wife,54800,-64100,Multi-vehicle Collision,Side Collision,Total Loss,Police,VA,Hillsdale,2220 1st Lane,5,3,Unknown,0,0,NO,2200,4400,17600,Suburu,Forrestor,2008,N,43,6722
408,40,OH,250/500,2000,1190.6,MALE,Masters,exec-managerial,camping,unmarried,0,-45300,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,OH,Riverwood,4972 Francis Lane,17,1,Unknown,1,3,YES,7860,7860,27510,Chevrolet,Silverado,2001,N,43,8448
409,45,OH,250/500,500,972.5,FEMALE,College,exec-managerial,cross-fit,unmarried,0,0,Vehicle Theft,No Collision,Trivial Damage,,NC,Springfield,6957 Weaver Drive,3,1,NO,2,3,NO,290,580,2320,Ford,Escape,1995,N,46,5927
